編號,義項,語句編號,語句,語句TL,語句POJ,音檔,語句翻譯,語句翻譯POJ
11437,15631,1,仙人拍鼓有時錯，跤步踏差啥人無？,"Sian-jîn phah kóo iú sî tshò, kha-pōo ta̍h-tsha siánn-lâng bô?","Sian-jîn phah kó͘ iú sî chhò, kha-pō͘ ta̍h-chha siáⁿ-lâng bô?",11437-1-1.mp3,神仙打鼓也有打錯時，誰不會踩錯腳步呢？比喻神仙都會犯錯，何況是人？,
11438,15632,1,請桌食飯,tshiánn-toh tsia̍h-pn̄g,chhiáⁿ-toh chia̍h-pn̄g,11438-1-1.mp3,請客吃飯,
11439,15633,1,激甲一个面懊嘟嘟，無，你這馬是咧佮我賭氣是無？,"Kik kah tsi̍t ê bīn àu-tū-tū, bô, lí tsit-má sī teh kah guá tóo-khì sī--bô?","Kek kah chi̍t ê bīn àu-tū-tū, bô, lí chit-má sī teh kah góa tó͘-khì sī--bô?",11439-1-1.mp3,擺個臉色那麼臭，你現在是在跟我賭氣是吧？,
11445,15639,1,若無才調閣硬欲賭強，是會傷害著家己呢！,"Nā bô tsâi-tiāu koh ngē beh tóo-kiông, sī ē siong-hāi-tio̍h ka-kī--neh!","Nā bô châi-tiāu koh ngē beh tó͘-kiông, sī ē siong-hāi-tio̍h ka-kī--neh!",11445-1-1.mp3,若無能力又硬要逞強，是會傷害到自己喔！,
11447,15641,1,伊真𠢕踢被。,I tsin gâu that phuē.,I chin gâu that phōe.,11447-1-1.mp3,他很會踢被子。,
11448,15642,1,伊足愛佮人諍喙。,I tsiok ài kah lâng tsènn-tshuì.,I chiok ài kah lâng chèⁿ-chhùi.,11448-1-1.mp3,他很喜歡跟別人在言語上相爭執。,
11449,15643,1,明明是伊毋著閣敢大細聲，看著我踏硬，伊毋才肯會失禮。,"Bîng-bîng sī i m̄-tio̍h koh kánn tuā-sè-siann, khuànn-tio̍h guá ta̍h-ngē, i m̄-tsiah khíng huē-sit-lé.","Bêng-bêng sī i m̄-tio̍h koh káⁿ tōa-sè-siaⁿ, khòaⁿ-tio̍h góa ta̍h-ngē, i m̄-chiah khéng hōe-sit-lé.",11449-1-1.mp3,明明是他不對還敢大聲，看到我態度強硬，他才肯道歉。,
11455,15649,1,頭拄仔的代誌只是誤會爾爾，希望你會當諒解。,"Thâu-tú-á ê tāi-tsì tsí-sī gōo-huē niā-niā, hi-bāng lí ē-tàng liōng-kái.","Thâu-tú-á ê tāi-chì chí-sī gō͘-hōe niā-niā, hi-bāng lí ē-tàng liōng-kái.",11455-1-1.mp3,剛才的事情只是一場誤會而已，希望你能夠諒解。,
11459,15653,1,欲合股做生理我先踏話頭，聽了會當接受，才繼續來講。,"Beh ha̍p-kóo tsò-sing-lí guá sing ta̍h-uē-thâu, thiann-liáu ē-tàng tsiap-siū, tsiah kè-sio̍k lâi kóng.","Beh ha̍p-kó͘ chò-seng-lí góa seng ta̍h-ōe-thâu, thiaⁿ-liáu ē-tàng chiap-siū, chiah kè-sio̍k lâi kóng.",11459-1-1.mp3,要合股做生意我先把話說明，聽完可以接受，再繼續講。,
11462,15658,1,伊有孝大家官閣𠢕扞家，真是一个賢慧的查某人。,"I iú-hàu ta-ke-kuann koh gâu huānn-ke, tsin sī tsi̍t ê hiân-huē ê tsa-bóo-lâng.","I iú-hàu ta-ke-koaⁿ koh gâu hōaⁿ-ke, chin sī chi̍t ê hiân-hōe ê cha-bó͘-lâng.",11462-1-1.mp3,他孝順公婆又很會理家，真是賢慧的女人。,
11465,15661,1,最近豬鋪有較夯。,Tsuè-kīn ti-phoo ū khah giâ.,Chòe-kīn ti-pho͘ ū khah giâ.,11465-1-1.mp3,最近毛豬的市價有高一些。,
11467,15663,1,物件是你挵破的，你就愛賠錢。,"Mi̍h-kiānn sī lí lòng-phuà--ê, lí tō ài puê-tsînn.","Mi̍h-kiāⁿ sī lí lòng-phòa--ê, lí tō ài pôe-chîⁿ.",11467-1-1.mp3,東西是你打破的，你就要賠錢。,
11471,15668,1,這擺的損失，全部由我賠償。,"Tsit pái ê sún-sit, tsuân-pōo iû guá puê-siông.","Chit pái ê sún-sit, choân-pō͘ iû góa pôe-siông.",11471-1-1.mp3,這次的損失，全部由我賠償。,
11472,15669,1,這个囡仔若賤蟲咧，物件攏予伊耍歹了了。,"Tsit ê gín-á ná tsiān-thâng--leh, mi̍h-kiānn lóng hōo i sńg-pháinn-liáu-liáu.","Chit ê gín-á ná chiān-thâng--leh, mi̍h-kiāⁿ lóng hō͘ i sńg-pháiⁿ-liáu-liáu.",11472-1-1.mp3,這個小孩真是淘氣鬼，東西都給他玩壞了。,
11474,15671,1,我踮遮等你。,Guá tiàm tsia tán--lí.,Góa tiàm chia tán--lí.,11474-1-1.mp3,我在這裡等你。,
11474,15672,1,今仔日踮遮，明仔載才轉去。,"Kin-á-ji̍t tiàm tsia, bîn-á-tsài tsiah tńg--khì.","Kin-á-ji̍t tiàm chia, bîn-á-chài chiah tńg--khì.",11474-2-1.mp3,今天住在這裡，明天再回去。,
11474,15672,2,你這馬踮佗位？,Lí tsit-má tiàm tó-uī?,Lí chit-má tiàm tó-ūi?,11474-2-2.mp3,你現在住哪裡？,
11475,15673,1,發輦,huat-lián,hoat-lián,11475-1-1.mp3,神輿發動,
11475,15673,2,步輦,pōo-lián,pō͘-lián,11475-1-2.mp3,以腳代轎，即走路之意。,
11476,15674,1,長輩,tióng-puè,tióng-pòe,11476-1-1.mp3,長輩,
11476,15674,2,後輩,hiō-puè,hiō-pòe,11476-1-2.mp3,後輩,
11476,15675,1,伊大我一輩。,I tuā guá tsi̍t puè.,I tōa góa chi̍t pòe.,11476-2-1.mp3,他長我一個輩分。,
11477,15676,1,換輪,uānn lián,ōaⁿ lián,11477-1-1.mp3,換車輪,
11477,15677,1,這台車四輪攏愛換。,Tsit tâi tshia sì lián lóng ài uānn.,Chit tâi chhia sì lián lóng ài ōaⁿ.,11477-2-1.mp3,這部車四個輪子都要換。,
11478,15678,1,歇睏日值班𪜶兩个咧輪。,Hioh-khùn-ji̍t ti̍t-pan in nn̄g ê teh lûn.,Hioh-khùn-ji̍t ti̍t-pan in nn̄g ê teh lûn.,11478-1-1.mp3,休息日值班由他們兩人輪流。,
11478,15678,2,這禮拜輪著我當值。,Tsit lé-pài lûn-tio̍h guá tong-ti̍t.,Chit lé-pài lûn-tio̍h góa tong-ti̍t.,11478-1-2.mp3,這禮拜輪到我值班。,
11478,15678,3,輪班,lûn-pan,lûn-pan,11478-1-3.mp3,輪班,
11478,15679,1,脫輪,thu̍t-lûn,thu̍t-lûn,11478-2-1.mp3,脫臼,
11478,15680,1,首輪,siú lûn,siú lûn,11478-3-1.mp3,首輪,
11478,15680,2,二輪,jī lûn,jī lûn,11478-3-2.mp3,二輪,
11478,15681,1,我佮你差有一輪。,Guá kah lí tsha ū tsi̍t lûn.,Góa kah lí chha ū chi̍t lûn.,11478-4-1.mp3,我和你差了十二歲。,
11479,15682,1,遨石磨,gô tsio̍h-bō,gô chio̍h-bō,11479-1-1.mp3,轉動石磨,
11479,15682,2,干樂咧遨,kan-lo̍k teh gô,kan-lo̍k teh gô,11479-1-2.mp3,陀螺在轉動,
11479,15683,1,四界遨,sì-kè gô,sì-kè gô,11479-2-1.mp3,四處遊玩,
11479,15683,2,遨遨輾,gô-gô-liàn,gô-gô-liàn,11479-2-2.mp3,轉動不停,
11480,15684,1,遮是佗位？,Tsia sī tó-uī?,Chia sī tó-ūi?,11480-1-1.mp3,這是哪裡？,
11480,15684,2,遮暗時真鬧熱。,Tsia àm-sî tsin lāu-jia̍t.,Chia àm-sî chin lāu-jia̍t.,11480-1-2.mp3,這裡晚上很熱鬧。,
11481,15685,1,你哪會遮久才來？,Lí ná ē tsiah kú tsiah lâi?,Lí ná ē chiah kú chiah lâi?,11481-1-1.mp3,你怎麼這麼久才來？,
11481,15685,2,這幫車哪會遮𤲍？,Tsit pang tshia ná ē tsiah kheh?,Chit pang chhia ná ē chiah kheh?,11481-1-2.mp3,這班車怎麼這麼擠？,
11482,15686,1,遮雨,jia-hōo,jia-hō͘,11482-1-1.mp3,遮雨,
11482,15686,2,遮光,jia kng,jia kng,11482-1-2.mp3,遮光,
11483,15687,1,派出所欲遷去佗位？,Phài-tshut-sóo beh tshian-khì tó-uī?,Phài-chhut-só͘ beh chhian-khì tó-ūi?,11483-1-1.mp3,派出所要搬到哪裡？,
11483,15688,1,伊做無三月日就予人遷掉。,I tsò bô sann gue̍h-ji̍t tō hōo lâng tshian-tiāu.,I chò bô saⁿ goe̍h-ji̍t tō hō͘ lâng chhian-tiāu.,11483-2-1.mp3,他做不到三個月就被人換掉。,
11484,15689,1,遠親不如近鄰。,Uán-tshin put-jû kīn lîn.,Oán-chhin put-jû kīn lîn.,11484-1-1.mp3,遠親不如近鄰。,
11484,15690,1,鄰長,lîn-tiúnn,lîn-tiúⁿ,11484-2-1.mp3,鄰長,
11485,15691,1,醃瓜,am-kue,am-koe,11485-1-1.mp3,醃瓜,
11486,15692,1,不醉不歸,put tsuì put kui,put chùi put kui,11486-1-1.mp3,不醉不歸,
11486,15692,2,燒酒醉,sio-tsiú-tsuì,sio-chiú-chùi,11486-1-2.mp3,酒醉,
11486,15693,1,伊啉甲真醉。,I lim kah tsin tsuì.,I lim kah chin chùi.,11486-2-1.mp3,他喝得很醉。,
11486,15693,2,醉茫茫,tsuì-bâng-bâng,chùi-bâng-bâng,11486-2-2.mp3,醉得神智不清,
11487,15694,1,啉醋,lim tshòo,lim chhò͘,11487-1-1.mp3,喝醋,
11487,15694,2,摻一寡仔醋,tsham tsi̍t-kuá-á tshòo,chham chi̍t-kóa-á chhò͘,11487-1-2.mp3,加一點醋,
11488,15695,1,阿姊攑花仔傘共彼个阿婆遮日。,A-tsí gia̍h hue-á-suànn kā hit ê a-pô jia-ji̍t.,A-chí gia̍h hoe-á-sòaⁿ kā hit ê a-pô jia-ji̍t.,11488-1-1.mp3,姊姊拿洋傘幫那位阿婆遮陽。,
11491,15698,1,這領衫上適合你來穿。,Tsit niá sann siōng sik-ha̍p lí lâi tshīng.,Chit niá saⁿ siōng sek-ha̍p lí lâi chhēng.,11491-1-1.mp3,這件衣服你來穿最適合。,
11493,15700,1,遮的我攏欲提去。,Tsia--ê guá lóng beh the̍h--khì.,Chia--ê góa lóng beh the̍h--khì.,11493-1-1.mp3,這些我都要拿走。,
11493,15701,1,遮的果子予你食。,Tsia-ê kué-tsí hōo lí tsia̍h.,Chia-ê kóe-chí hō͘ lí chia̍h.,11493-2-1.mp3,這些水果給你吃。,
11493,15702,1,遮的桃仔生甲足媠的。,Tsia ê thô-á senn kah tsiok suí--ê.,Chia ê thô-á seⁿ kah chiok súi--ê.,11493-3-1.mp3,這裡的桃子長得很好。,
11494,15703,1,落雨矣，緊攑雨傘出來遮雨。,"Lo̍h-hōo--ah, kín gia̍h hōo-suànn tshut-lâi jia-hōo.","Lo̍h-hō͘--ah, kín gia̍h hō͘-sòaⁿ chhut-lâi jia-hō͘.",11494-1-1.mp3,下雨了，趕緊拿雨傘出來遮雨。,
11499,15709,1,阮的工課愛輪班。,Guán ê khang-khuè ài lûn-pan.,Goán ê khang-khòe ài lûn-pan.,11499-1-1.mp3,我們的工作要輪班。,
11502,15712,1,彼个查某是大醋桶。,Hit ê tsa-bóo sī tuā tshòo-tháng.,Hit ê cha-bó͘ sī tōa chhò͘-tháng.,11502-1-1.mp3,那個女人是大醋罈。,
11503,15713,1,欲做伙來去踩街無？,Beh tsò-hué lâi-khì tshái-ke--bô?,Beh chò-hóe lâi-khì chhái-ke--bô?,11503-1-1.mp3,要一起去遊街嗎？,
11504,15714,1,伊來做老師真適當。,I lâi tsò lāu-su tsin sik-tòng.,I lâi chò lāu-su chin sek-tòng.,11504-1-1.mp3,他來當老師很適當。,
11505,15715,1,遭遇著不幸。,Tso-gū-tio̍h put-hīng.,Cho-gū-tio̍h put-hēng.,11505-1-1.mp3,遭遇到不幸的事。,
11506,15717,1,落雨矣，攑雨傘來遮閘一下。,"Lo̍h-hōo--ah, gia̍h hōo-suànn lâi jia-tsa̍h--tsi̍t-ē.","Lo̍h-hō͘--ah, gia̍h hō͘-sòaⁿ lâi jia-cha̍h--chi̍t-ē.",11506-1-1.mp3,下雨了，拿把傘來遮一下。,
11507,15718,1,恁阿母遮爾惜你，你敢袂當較有孝咧？,"Lín a-bú tsiah-nī sioh--lí, lí kám bē-tàng khah iú-hàu--leh?","Lín a-bú chiah-nī sioh--lí, lí kám bē-tàng khah iú-hàu--leh?",11507-1-1.mp3,你媽媽這麼疼你，你不能孝順一點嗎？,
11508,15719,1,這馬菜遮爾仔貴實在買袂落手。,Tsit-má tshài tsiah-nī-á kuì si̍t-tsāi bé bē lo̍h-tshiú.,Chit-má chhài chiah-nī-á kùi si̍t-chāi bé bē lo̍h-chhiú.,11508-1-1.mp3,現在蔬菜這麼貴實在買不下去。,
11509,15720,1,代誌已經公開矣！按怎遮瞞嘛無效。,Tāi-tsì í-king kong-khai--ah! Án-tsuánn jia-muâ mā bô-hāu.,Tāi-chì í-keng kong-khai--ah! Án-chóaⁿ jia-môa mā bô-hāu.,11509-1-1.mp3,事情已公開了！任你如何遮掩也沒用。,
11511,15722,1,輪鬮較公平。,Lûn-khau khah kong-pênn.,Lûn-khau khah kong-pêⁿ.,11511-1-1.mp3,抽籤輪流比較公平。,
11512,15723,1,有銷,ū-siau,ū-siau,11512-1-1.mp3,賣得好,
11512,15723,2,無銷,bô-siau,bô-siau,11512-1-2.mp3,賣得不好,
11512,15723,3,外銷,guā-siau,gōa-siau,11512-1-3.mp3,外銷,
11512,15724,1,吊銷,tiàu-siau,tiàu-siau,11512-2-1.mp3,吊銷,
11512,15724,2,銷案,siau-àn,siau-àn,11512-2-2.mp3,銷案,
11513,15725,1,用頭毛鋏仔共頭毛鋏予伊好。,Iōng thâu-mn̂g-giap-á kā thâu-mn̂g giap hōo i hó.,Iōng thâu-mn̂g-giap-á kā thâu-mn̂g giap hō͘ i hó.,11513-1-1.mp3,用髮夾把頭髮夾好。,
11514,15726,1,刀鋩,to-mê,to-mê,11514-1-1.mp3,刀刃,
11514,15726,2,抾鋩,khioh mê,khioh mê,11514-1-2.mp3,磨利刀刃,
11515,15727,1,鋪地毯,phoo tē-thán,pho͘ tē-thán,11515-1-1.mp3,鋪地毯,
11515,15728,1,總鋪,tsóng-phoo,chóng-pho͘,11515-2-1.mp3,大板床,
11515,15728,2,拍鋪,phah phoo,phah pho͘,11515-2-2.mp3,搭床,
11516,15729,1,你小閬一縫予伊坐。,Lí sió làng tsi̍t phāng hōo i tsē.,Lí sió làng chi̍t phāng hō͘ i chē.,11516-1-1.mp3,你稍微騰出一個位子讓他坐。,
11516,15729,2,閬工,làng-kang,làng-kang,11516-1-2.mp3,空一天、抽空,
11517,15730,1,你若有閒，就愛閬工去共伊看一下。,"Lí nā ū-îng, tō ài làng-kang khì kā i khuànn--tsi̍t-ē.","Lí nā ū-êng, tō ài làng-kang khì kā i khòaⁿ--chi̍t-ē.",11517-1-1.mp3,你要是有空的話，應該抽個空去看他一下。,
11518,15731,1,這跤會仔錢閬月收一擺。,Tsit kha huē-á-tsînn làng-gue̍h siu tsi̍t pái.,Chit kha hōe-á-chîⁿ làng-goe̍h siu chi̍t pái.,11518-1-1.mp3,這個互助會錢隔月收一次。,
11518,15732,1,伊已經閬月無轉來矣。,I í-king làng-gue̍h bô tńg--lâi--ah.,I í-keng làng-goe̍h bô tńg--lâi--ah.,11518-2-1.mp3,他已經隔了一個月沒回家了。,
11520,15737,1,鋪面蟶，浸水蚵。,"Phoo-bīn than, tsìm-tsuí ô.","Pho͘-bīn than, chìm-chúi ô.",11520-1-1.mp3,放在最上層的蟶，泡在水裡的蚵。比喻虛有其表。,
11522,15739,1,今仔日是恁嬸婆的生日，咱著包紅包去共伊鋪排。,"Kin-á-ji̍t sī lín tsím-pô ê senn-ji̍t, lán tio̍h pau âng-pau khì kā i phoo-pâi.","Kin-á-ji̍t sī lín chím-pô ê seⁿ-ji̍t, lán tio̍h pau âng-pau khì kā i pho͘-pâi.",11522-1-1.mp3,今天是你們嬸婆的生日，我們要包錢讓他有場面。,
11522,15740,1,鋪排話免講,phoo-pâi-uē bián kóng,pho͘-pâi-ōe bián kóng,11522-2-1.mp3,奉承話別說,
11522,15741,1,伊對你特別鋪排。,I tuì lí ti̍k-pia̍t phoo-pâi.,I tùi lí te̍k-pia̍t pho͘-pâi.,11522-3-1.mp3,他對你特別照顧。,
11523,15742,1,伊愛講鋪排話，毋是真正欲共人鬥跤手。,"I ài kóng phoo-pâi-uē, m̄ sī tsin-tsiànn beh kā lâng tàu-kha-tshiú.","I ài kóng pho͘-pâi-ōe, m̄ sī chin-chiàⁿ beh kā lâng tàu-kha-chhiú.",11523-1-1.mp3,他喜歡說門面話，不是真的想幫助人家。,
11525,15744,1,這項物件的銷路無好。,Tsit hāng mi̍h-kiānn ê siau-lōo bô hó.,Chit hāng mi̍h-kiāⁿ ê siau-lō͘ bô hó.,11525-1-1.mp3,這件東西的銷路不好。,
11527,15746,1,咱較停仔閬縫來去食一寡仔點心。,Lán khah-thîng-á làng-phāng lâi-khì tsia̍h tsi̍t-kuá-á tiám-sim.,Lán khah-thêng-á làng-phāng lâi-khì chia̍h chi̍t-kóa-á tiám-sim.,11527-1-1.mp3,我們等一下抽個空去吃些點心。,
11528,15747,1,霆雷,tân-luî,tân-lûi,11528-1-1.mp3,打雷,
11528,15747,2,水螺咧霆,tsuí-lê teh tân,chúi-lê teh tân,11528-1-2.mp3,警報在響,
11529,15748,1,伊是靠𪜶老爸，才有今仔日。,"I sī khò in lāu-pē, tsiah ū kin-á-ji̍t.","I sī khò in lāu-pē, chiah ū kin-á-ji̍t.",11529-1-1.mp3,他是依仗他爸爸，才有今天的景況。,
11529,15748,2,袂靠得,bē-khò--tit,bē-khò--tit,11529-1-2.mp3,靠不住,
11529,15749,1,靠佇桌邊,khò tī toh-pinn,khò tī toh-piⁿ,11529-2-1.mp3,倚在桌邊,
11529,15750,1,伊行路無細膩去靠著椅條。,I kiânn-lōo bô-sè-jī khì khò-tio̍h í-liâu.,I kiâⁿ-lō͘ bô-sè-jī khì khò-tio̍h í-liâu.,11529-3-1.mp3,他走路不小心撞到了長板凳。,
11530,15751,1,靠礁,khuà-ta,khòa-ta,11530-1-1.mp3,觸礁,
11530,15751,2,靠沙,khuà-sua,khòa-soa,11530-1-2.mp3,擱淺,
11530,15752,1,跤靠佇桌頂。,Kha khuà tī toh-tíng.,Kha khòa tī toh-téng.,11530-2-1.mp3,腳擱在桌上。,
11531,15753,1,穿鞋,tshīng ê,chhēng ê,11531-1-1.mp3,穿鞋,
11531,15753,2,褪鞋,thǹg ê,thǹg ê,11531-1-2.mp3,脫鞋,
11532,15754,1,馬鞍,bé-uann,bé-oaⁿ,11532-1-1.mp3,馬鞍,
11532,15754,2,鼻鞍,phīnn-uann,phīⁿ-oaⁿ,11532-1-2.mp3,鼻梁上端凹陷處,
11533,15755,1,鞏磚仔,khōng tsng-á,khōng chng-á,11533-1-1.mp3,砌磚頭,
11533,15755,2,鞏起來,khōng--khí-lâi,khōng--khí-lâi,11533-1-2.mp3,砌起來,
11534,15756,1,撫養,bú-ióng,bú-ióng,11534-1-1.mp3,撫養,
11534,15757,1,養成好習慣。,Ióng-sîng hó si̍p-kuàn.,Ióng-sêng hó si̍p-koàn.,11534-2-1.mp3,養成好習慣。,
11534,15758,1,修心養性,siu sim ióng sìng,siu sim ióng sèng,11534-3-1.mp3,修心養性,
11535,15759,1,養爸,iúnn-pē,iúⁿ-pē,11535-1-1.mp3,養父,
11535,15760,1,養花,iúnn hue,iúⁿ hoe,11535-2-1.mp3,養花,
11536,15761,1,一頓無食，餓袂死。,"Tsi̍t tǹg bô tsia̍h, gō bē sí.","Chi̍t tǹg bô chia̍h, gō bē sí.",11536-1-1.mp3,一餐沒吃，不會餓死。,
11537,15762,1,一膏痰駐佇嚨喉。,Tsi̍t ko thâm tū tī nâ-âu.,Chi̍t ko thâm tū tī nâ-âu.,11537-1-1.mp3,一塊痰卡在喉嚨。,
11537,15763,1,予人掠去駐水。,Hōo lâng lia̍h-khì tū-tsuí.,Hō͘ lâng lia̍h-khì tū-chúi.,11537-2-1.mp3,被人壓入水中。,
11537,15763,2,有人駐死佇水底。,Ū lâng tū-sí tī tsuí-té.,Ū lâng tū-sí tī chúi-té.,11537-2-2.mp3,有人淹死在水底。,
11538,15764,1,駛車,sái-tshia,sái-chhia,11538-1-1.mp3,開車,
11538,15764,2,駛船,sái-tsûn,sái-chûn,11538-1-2.mp3,開船,
11539,15765,1,阮山頂人就是靠山食山。,Guán suann-tíng lâng tō sī khò suann tsia̍h suann.,Goán soaⁿ-téng lâng tō sī khò soaⁿ chia̍h soaⁿ.,11539-1-1.mp3,我們住山上的人就是依靠山林資源過活的。,
11539,15766,1,伊的靠山真有夠力，所以才會遮爾聳鬚。,"I ê khò-suann tsin ū-kàu-la̍t, sóo-í tsiah ē tsiah-nī tshàng-tshiu.","I ê khò-soaⁿ chin ū-kàu-la̍t, só͘-í chiah ē chiah-nī chhàng-chhiu.",11539-2-1.mp3,他的靠山很有力，所以才會這麼囂張。,
11545,15773,1,予水駐死,hōo tsuí tū--sí,hō͘ chúi tū--sí,11545-1-1.mp3,被水淹死,
11546,15774,1,伊退休佇厝裡養老。,I thè-hiu tī tshù--lí ióng-ló.,I thè-hiu tī chhù--lí ióng-ló.,11546-1-1.mp3,他退休在家裡休養。,
11547,15775,1,養育之恩,ióng-io̍k tsi un,ióng-io̍k chi un,11547-1-1.mp3,養育之恩,
11548,15776,1,啉酒駛車會予警察開罰單。,Lim tsiú sái-tshia ē hōo kíng-tshat khui hua̍t-tuann.,Lim chiú sái-chhia ē hō͘ kéng-chhat khui hoa̍t-toaⁿ.,11548-1-1.mp3,喝酒開車會被警察開罰單。,
11549,15777,1,漁船欲靠岸矣，緊來去買魚。,"Hî-tsûn beh khò-huānn--ah, kín lâi-khì bé hî.","Hî-chûn beh khò-hōaⁿ--ah, kín lâi-khì bé hî.",11549-1-1.mp3,漁船要停靠在岸邊了，趕快去買魚。,
11554,15782,1,阮養的誠疼我。,Guán ióng--ê tsiânn thiànn--guá.,Goán ióng--ê chiâⁿ thiàⁿ--góa.,11554-1-1.mp3,我養母很疼我。,
11554,15783,1,養的有時仔比親生的較有孝。,Ióng--ê ū-sî-á pí tshin-senn--ê khah iú-hàu.,Ióng--ê ū-sî-á pí chhin-seⁿ--ê khah iú-hàu.,11554-2-1.mp3,養子女有時候比親生子女還孝順。,
11555,15784,1,阿美𪜶翁真靠俗，真好鬥陣。,"A-bí in ang tsin khò-sio̍k, tsin hó tàu-tīn.","A-bí in ang chin khò-sio̍k, chin hó tàu-tīn.",11555-1-1.mp3,阿美他老公不拘小節，很好相處。,
11559,15788,1,袂曉駛船嫌溪狹。,Bē-hiáu sái-tsûn hiâm khe e̍h.,Bē-hiáu sái-chûn hiâm khe e̍h.,11559-1-1.mp3,不會駕駛船隻卻嫌河面狹小。說明一個人不會自行反省，只會怪罪環境和別人不好。,
11560,15789,1,伊去靠著。,I khì khò--tio̍h.,I khì khò--tio̍h.,11560-1-1.mp3,他去碰撞到。,
11560,15789,2,木瓜有靠著。,Bo̍k-kue ū khò--tio̍h.,Bo̍k-koe ū khò--tio̍h.,11560-1-2.mp3,木瓜有碰傷。,
11561,15790,1,伊靠勢𪜶老爸有名，四界騙食。,"I khò-sè in lāu-pē ū-miâ, sì-kè phiàn-tsia̍h.","I khò-sè in lāu-pē ū-miâ, sì-kè phiàn-chia̍h.",11561-1-1.mp3,他仗著他老爸有名，四處騙吃騙喝。,
11561,15791,1,伊就是傷靠勢，才會失敗。,"I tō sī siunn khò-sè, tsiah ē sit-pāi.","I tō sī siuⁿ khò-sè, chiah ē sit-pāi.",11561-2-1.mp3,他就是太驕傲自大，才會失敗。,
11562,15792,1,𪜶兩人共彼个囡仔抾轉來養飼。,In nn̄g lâng kā hit ê gín-á khioh tńg-lâi ióng-tshī.,In nn̄g lâng kā hit ê gín-á khioh tńg-lâi ióng-chhī.,11562-1-1.mp3,他們兩人把那個小孩子撿回來撫養。,
11562,15793,1,散甲無物件通養飼囡仔。,Sàn kah bô mi̍h-kiānn thang ióng-tshī gín-á.,Sàn kah bô mi̍h-kiāⁿ thang ióng-chhī gín-á.,11562-2-1.mp3,窮到沒東西好餵小孩。,
11563,15794,1,落西北雨的時定定會霆雷公。,Lo̍h sai-pak-hōo ê sî tiānn-tiānn ē tân-luî-kong.,Lo̍h sai-pak-hō͘ ê sî tiāⁿ-tiāⁿ ē tân-lûi-kong.,11563-1-1.mp3,下午後雷陣雨時常常會打雷。,
11564,15795,1,你愛小心駕駛。,Lí ài sió-sim kà-sú.,Lí ài sió-sim kà-sú.,11564-1-1.mp3,你要小心駕駛。,
11565,15796,1,鬧猜猜,nāu-tshai-tshai,nāu-chhai-chhai,11565-1-1.mp3,很熱鬧,
11565,15797,1,鬧洞房,nāu tōng-pâng,nāu tōng-pâng,11565-2-1.mp3,鬧洞房,
11565,15798,1,伊閣鬧代誌矣。,I koh nāu tāi-tsì--ah.,I koh nāu tāi-chì--ah.,11565-3-1.mp3,他又惹事了。,
11566,15799,1,三魂七魄,sam hûn tshit phik,sam hûn chhit phek,11566-1-1.mp3,三魂七魄,
11566,15799,2,落魄,lo̍k-phik,lo̍k-phek,11566-1-2.mp3,落魄,
11567,15800,1,這間厝起了足魯的。,Tsit king tshù khí liáu tsiok lóo--ê.,Chit keng chhù khí liáu chiok ló͘--ê.,11567-1-1.mp3,這間房子蓋得真不精緻。,
11567,15800,2,這幾字寫了有夠魯。,Tsit kuí jī siá liáu ū-kàu lóo.,Chit kúi jī siá liáu ū-kàu ló͘.,11567-1-2.mp3,這幾個字寫得很糟。,
11568,15801,1,米仔麩,bí-á-hu,bí-á-hu,11568-1-1.mp3,米磨成的粉,
11569,15802,1,麥麩,be̍h-phoo,be̍h-pho͘,11569-1-1.mp3,麥麩,
11569,15803,1,頭麩,thâu-phoo,thâu-pho͘,11569-2-1.mp3,頭皮屑,
11570,15804,1,蛀齒,tsiù-khí,chiù-khí,11570-1-1.mp3,蛀牙,
11570,15804,2,門齒,mn̂g-khí,mn̂g-khí,11570-1-2.mp3,門齒,
11570,15805,1,落一齒喙齒。,Lak tsi̍t khí tshuì-khí.,Lak chi̍t khí chhùi-khí.,11570-2-1.mp3,掉了一顆牙齒。,
11574,15809,1,魩仔魚羹,but-á-hî-kenn,but-á-hî-keⁿ,11574-1-1.mp3,一種臺灣著名小吃,
11575,15811,1,你毋通走去遐共人鬧台。,Lí m̄-thang tsáu-khì hia kā lâng nāu-tâi.,Lí m̄-thang cháu-khì hia kā lâng nāu-tâi.,11575-2-1.mp3,你不要跑去那裡擾亂人家。,
